flight,date,time
ICV62N,2022-05-01,00:09:03
ABD386,2022-05-01,00:15:02
UAL1892,2022-05-01,00:19:03
QTR20N,2022-05-01,00:29:02
JBU98,2022-05-01,00:40:02
JBU66,2022-05-01,00:41:02
JBU358,2022-05-01,00:43:02
GTI8237,2022-05-01,00:48:02
N95SV,2022-05-01,00:49:02
UAL2150,2022-05-01,00:54:02
JBU72,2022-05-01,01:08:03
JBU1516,2022-05-01,01:10:03
N605WG,2022-05-01,01:10:03
KAL284,2022-05-01,01:13:02
JBU956,2022-05-01,01:16:02
AFR6737,2022-05-01,01:16:02
KFS69,2022-05-01,01:25:02
UAL1657,2022-05-01,01:26:02
DAL906,2022-05-01,01:28:02
ASA1348,2022-05-01,01:28:02
UAL1454,2022-05-01,01:33:02
AAL10,2022-05-01,01:45:02
DAL1040,2022-05-01,01:47:02
UAL516,2022-05-01,01:49:02
JBU394,2022-05-01,01:49:02
JBU498,2022-05-01,01:54:02
AAL2453,2022-05-01,01:55:02
BOX463,2022-05-01,01:55:02
WJA652,2022-05-01,01:58:03
UAL2628,2022-05-01,01:58:03
NKS128,2022-05-01,01:58:03
ROU1854,2022-05-01,02:02:02
AAL335,2022-05-01,02:03:02
QTR15Y,2022-05-01,02:05:02
UAL2378,2022-05-01,02:08:02
JBU136,2022-05-01,02:10:02
UAL2417,2022-05-01,02:14:02
DAL682,2022-05-01,02:19:02
AAL276,2022-05-01,02:20:03
UAL2005,2022-05-01,02:20:03
ASA191,2022-05-01,02:21:02
SCX8767,2022-05-01,02:23:02
JBU2406,2022-05-01,02:25:02
DAL738,2022-05-01,02:26:02
DAL399,2022-05-01,02:27:02
JBU1046,2022-05-01,02:30:02
NKS1168,2022-05-01,02:31:02
DAL2863,2022-05-01,02:33:02
NKS334,2022-05-01,02:39:03
DAL1216,2022-05-01,02:43:03
DAL1602,2022-05-01,02:45:03
AAL756,2022-05-01,02:51:03
UAL1985,2022-05-01,02:57:02
WJA646,2022-05-01,03:00:02
ASA58,2022-05-01,03:01:03
UAL2204,2022-05-01,03:02:02
UAL2402,2022-05-01,03:02:02
JBU80,2022-05-01,03:03:02
N255DV,2022-05-01,03:03:02
NCA159,2022-05-01,03:04:02
GTI802,2022-05-01,03:09:02
UAL2630,2022-05-01,03:12:02
GJS4567,2022-05-01,03:13:02
SWA1063,2022-05-01,03:15:02
JBU1006,2022-05-01,03:19:03
ATN3437,2022-05-01,03:20:02
JAL6,2022-05-01,03:21:03
