flight,date,time
TSU821,2020-11-18,00:11:02
WIS380,2020-11-18,00:28:02
WIS300,2020-11-18,00:29:02
CLX97A,2020-11-18,00:30:03
RAX711,2020-11-18,00:31:03
QTR8188,2020-11-18,00:36:02
N208VA,2020-11-18,00:37:03
EJA114,2020-11-18,00:58:03
XAESA,2020-11-18,00:59:02
ATN4346,2020-11-18,01:58:03
AAL276,2020-11-18,02:07:02
AAL4,2020-11-18,02:13:02
UPS1488,2020-11-18,02:39:02
JBU602,2020-11-18,02:42:02
UPS1038,2020-11-18,02:44:02
NKS3006,2020-11-18,02:45:02
NKS1951,2020-11-18,02:46:03
N378HH,2020-11-18,02:49:02
DAL2133,2020-11-18,02:50:03
KFS51,2020-11-18,02:50:03
JBU888,2020-11-18,02:50:03
UPS558,2020-11-18,02:51:02
UPS1476,2020-11-18,02:52:03
DAL950,2020-11-18,02:57:02
UPS1126,2020-11-18,03:00:02
UPS1216,2020-11-18,03:02:02
UPS1076,2020-11-18,03:04:02
FDX1950,2020-11-18,03:05:03
UAL1494,2020-11-18,03:06:02
DAL807,2020-11-18,03:09:02
DAL539,2020-11-18,03:10:02
DAL412,2020-11-18,03:14:02
FRG1050,2020-11-18,03:18:02
QTR8142,2020-11-18,03:19:02
UAL141,2020-11-18,03:21:02
DAL300,2020-11-18,03:33:03
FDX1536,2020-11-18,03:36:02
UAL1707,2020-11-18,03:40:02
UAL1165,2020-11-18,03:44:02
UPS542,2020-11-18,03:45:02
FDX1743,2020-11-18,03:45:02
NOJ65,2020-11-18,03:46:03
PAC947,2020-11-18,03:46:03
UAL2388,2020-11-18,03:48:03
JBU1424,2020-11-18,04:05:02
PAC213,2020-11-18,04:05:02
DAL1212,2020-11-18,04:07:02
JBU74,2020-11-18,04:08:02
FDX1469,2020-11-18,04:10:02
DAL1382,2020-11-18,04:16:03
ETH574,2020-11-18,04:17:02
DAL1784,2020-11-18,04:19:02
JBU1616,2020-11-18,04:22:02
NKS111,2020-11-18,04:22:02
AAL1577,2020-11-18,04:27:02
AAL1310,2020-11-18,04:28:03
SKW3616,2020-11-18,04:33:02
JIA5092,2020-11-18,04:34:02
SOO949,2020-11-18,04:41:02
DAL1791,2020-11-18,04:45:02
SKW196T,2020-11-18,04:51:03
BYA185,2020-11-18,04:52:02
SNC1470,2020-11-18,04:54:02
N179NC,2020-11-18,04:54:02
AAL604,2020-11-18,04:59:02
N1219M,2020-11-18,05:03:02
ENY3888,2020-11-18,05:04:03
DAL1604,2020-11-18,05:07:02
RPA4727,2020-11-18,05:07:02
DAL284,2020-11-18,05:09:02
SKW4330,2020-11-18,05:12:02
ENY3992,2020-11-18,05:13:02
RPA4568,2020-11-18,05:14:02
ENY3723,2020-11-18,05:15:02
ENY4150,2020-11-18,05:16:02
IFL521,2020-11-18,05:16:02
N519LM,2020-11-18,05:22:03
AAL659,2020-11-18,05:23:02
AAL168,2020-11-18,05:23:02
SKW3294,2020-11-18,05:23:02
SWA3317,2020-11-18,05:24:03
MRA605,2020-11-18,05:24:03
UPS9733,2020-11-18,05:24:03
AAL1426,2020-11-18,05:25:02
N1WP,2020-11-18,05:25:02
DAL158,2020-11-18,05:27:03
N92TE,2020-11-18,05:28:02
AAL1099,2020-11-18,05:29:03
SKW5461,2020-11-18,05:30:02
N300GF,2020-11-18,05:33:03
DAL1169,2020-11-18,05:35:03
GJS4382,2020-11-18,05:36:02
RPA4716,2020-11-18,05:36:02
