flight,date,time
N884WE,2024-08-31,00:00:03
UAL2154,2024-08-31,00:00:03
BAW196E,2024-08-31,00:00:03
ROU1903,2024-08-31,00:00:03
JBU333,2024-08-31,00:00:03
JBU616,2024-08-31,00:00:03
ENY3402,2024-08-31,00:01:03
DAL2500,2024-08-31,00:02:02
NKS682,2024-08-31,00:02:02
ENY3460,2024-08-31,00:03:02
UAL724,2024-08-31,00:04:02
ENY3456,2024-08-31,00:04:02
DAL2865,2024-08-31,00:05:02
THY5YR,2024-08-31,00:05:02
FFT2751,2024-08-31,00:06:03
BAW6AC,2024-08-31,00:07:02
RPA3600,2024-08-31,00:07:02
UAL416,2024-08-31,00:09:02
ENY3559,2024-08-31,00:11:03
UAL760,2024-08-31,00:14:02
AWI6166,2024-08-31,00:16:02
AAL194,2024-08-31,00:17:02
UAL2629,2024-08-31,00:17:02
UAL2054,2024-08-31,00:18:02
NKS177,2024-08-31,00:20:02
ACA792,2024-08-31,00:21:02
DLH4C,2024-08-31,00:22:02
NKS3386,2024-08-31,00:25:03
SKW5785,2024-08-31,00:26:02
UAL2172,2024-08-31,00:27:02
KOW910,2024-08-31,00:28:02
ACA129,2024-08-31,00:29:02
AAL552,2024-08-31,00:31:02
BOX444,2024-08-31,00:32:02
ICE856,2024-08-31,00:32:02
NKS3793,2024-08-31,00:33:02
POE308,2024-08-31,00:35:02
UAL1535,2024-08-31,00:37:02
AAL42,2024-08-31,00:45:02
AAL2682,2024-08-31,00:51:02
AAL208,2024-08-31,01:01:02
AAL46,2024-08-31,01:09:02
AFR179,2024-08-31,01:12:02
ACA7219,2024-08-31,01:14:02
AAL490,2024-08-31,01:14:02
FFL646,2024-08-31,01:16:02
SKW4159,2024-08-31,01:21:02
VJA121,2024-08-31,01:25:02
AAL98,2024-08-31,01:25:02
AAL2918,2024-08-31,01:39:02
UAL980,2024-08-31,01:42:02
AMX005,2024-08-31,01:45:03
THY6275,2024-08-31,01:52:02
NKS423,2024-08-31,01:56:02
DLH499,2024-08-31,01:57:02
KLM686,2024-08-31,02:16:02
AAL903,2024-08-31,02:27:02
EJA773,2024-08-31,02:31:03
THY2AY,2024-08-31,02:35:02
QTR8142,2024-08-31,02:50:02
AFR6735,2024-08-31,02:50:02
N560CF,2024-08-31,02:57:02
JBU2120,2024-08-31,02:59:03
JBU50,2024-08-31,03:03:02
JBU248,2024-08-31,03:13:03
JBU2416,2024-08-31,03:16:02
JBU1190,2024-08-31,03:18:02
JBU1574,2024-08-31,03:24:02
JBU972,2024-08-31,03:27:02
UAL1082,2024-08-31,03:27:02
N477GG,2024-08-31,03:28:02
FRG1361,2024-08-31,03:37:02
DAL564,2024-08-31,03:47:02
JBU1114,2024-08-31,03:49:02
GEC8221,2024-08-31,03:49:02
QTR3271,2024-08-31,03:49:02
JBU994,2024-08-31,03:51:03
DAL507,2024-08-31,03:52:02
UAL2610,2024-08-31,03:56:02
ACA794,2024-08-31,04:09:03
DAL2841,2024-08-31,04:14:02
BAW242,2024-08-31,04:14:02
AAL2701,2024-08-31,04:15:03
DAL2038,2024-08-31,04:17:02
BOX445,2024-08-31,04:17:02
ASA1016,2024-08-31,04:19:02
JBU916,2024-08-31,04:22:02
ASA404,2024-08-31,04:24:02
ASA384,2024-08-31,04:26:02
UAL1827,2024-08-31,04:27:03
ASA22,2024-08-31,04:28:02
ASA344,2024-08-31,04:32:03
ASA371,2024-08-31,04:34:02
DAL810,2024-08-31,04:34:02
BOX465,2024-08-31,04:36:02
DAL2758,2024-08-31,04:38:02
DAL524,2024-08-31,04:38:02
DAL407,2024-08-31,04:39:02
UAL2197,2024-08-31,04:41:02
DAL475,2024-08-31,04:41:02
HAL90,2024-08-31,04:45:02
THY6276,2024-08-31,04:48:02
DAL335,2024-08-31,04:50:02
DAL704,2024-08-31,04:52:02
FFT3238,2024-08-31,04:52:02
WJA736,2024-08-31,04:53:03
JBU2234,2024-08-31,04:56:02
DAL1728,2024-08-31,04:59:03
NKS1907,2024-08-31,05:00:02
JBU1268,2024-08-31,05:00:02
UAL2176,2024-08-31,05:07:02
DAL969,2024-08-31,05:08:02
AAL276,2024-08-31,05:09:03
AFR173,2024-08-31,05:11:02
UAL8119,2024-08-31,05:16:03
POE318,2024-08-31,05:19:02
AAL871R,2024-08-31,05:22:02
MXY243,2024-08-31,05:23:02
DAL452,2024-08-31,05:25:02
WJA778,2024-08-31,05:26:03
UAL1288,2024-08-31,05:28:03
ACA1094,2024-08-31,05:29:02
DAL705,2024-08-31,05:31:02
DAL696,2024-08-31,05:35:02
WJA1119,2024-08-31,05:35:02
DAL1132,2024-08-31,05:36:02
AAL1561,2024-08-31,05:39:02
HAL50,2024-08-31,05:39:02
JBU96,2024-08-31,05:41:02
ROU1722,2024-08-31,05:41:02
JBU372,2024-08-31,05:42:02
DAL2754,2024-08-31,05:47:02
UAL1563,2024-08-31,05:49:02
ROU1704,2024-08-31,05:49:02
DAL1182,2024-08-31,05:54:02
ASA298,2024-08-31,05:55:03
DAL8959,2024-08-31,05:56:03
ASA38,2024-08-31,05:56:03
ROU1736,2024-08-31,06:00:03
WJA1103,2024-08-31,06:01:02
ASA26,2024-08-31,06:02:02
NJM2022,2024-08-31,06:02:02
UAL2351,2024-08-31,06:06:02
UAL2857,2024-08-31,06:11:03
AAL2361,2024-08-31,06:14:02
WJA1582,2024-08-31,06:22:03
JBU948,2024-08-31,06:24:03
DAL473,2024-08-31,06:26:02
DAL1357,2024-08-31,06:27:02
DAL8955,2024-08-31,06:29:02
POE656,2024-08-31,06:30:02
SKW4754,2024-08-31,06:32:02
AZG4881,2024-08-31,06:35:02
JBU2348,2024-08-31,06:35:02
UAL238J,2024-08-31,06:43:02
DAL2820,2024-08-31,06:47:02
DAL634,2024-08-31,06:47:02
ACA7218,2024-08-31,06:48:03
AMX025,2024-08-31,06:51:02
PDT5774,2024-08-31,06:51:02
AWI6158,2024-08-31,06:53:02
AAL1734,2024-08-31,06:54:02
AAL2311,2024-08-31,06:55:02
DAL1502,2024-08-31,06:55:02
DAL2691,2024-08-31,07:00:02
DAL2403,2024-08-31,07:00:02
DAL2499,2024-08-31,07:05:03
EJM488,2024-08-31,07:07:02
DAL190,2024-08-31,07:08:02
DAL2913,2024-08-31,07:12:03
DAL2791,2024-08-31,07:17:02
AAL2526,2024-08-31,07:17:02
DAL2872,2024-08-31,07:21:02
NKS2369,2024-08-31,07:21:02
RJA265,2024-08-31,07:23:02
SNC1470,2024-08-31,07:23:02
ENY341G,2024-08-31,07:24:03
DAL1746,2024-08-31,07:25:02
ENY3510,2024-08-31,07:26:02
AWI6082,2024-08-31,07:26:02
AAL327,2024-08-31,07:26:02
UAL565,2024-08-31,07:27:02
N5355S,2024-08-31,07:27:02
N720L,2024-08-31,07:28:02
ACA181,2024-08-31,07:33:02
ASA332,2024-08-31,07:33:02
UAL1165,2024-08-31,07:34:02
UAL1555,2024-08-31,07:34:02
UAL2099,2024-08-31,07:36:03
DAL2510,2024-08-31,07:36:03
DAL1641,2024-08-31,07:37:02
UAL2435,2024-08-31,07:38:03
WJA779,2024-08-31,07:38:03
ASA315,2024-08-31,07:40:03
SKW3996,2024-08-31,07:40:03
NKS2383,2024-08-31,07:42:02
JIA5540,2024-08-31,07:43:03
ACA783,2024-08-31,07:45:03
DAL1330,2024-08-31,07:45:03
UAL2441,2024-08-31,07:47:02
SKW5970,2024-08-31,07:48:02
UAL2684,2024-08-31,07:48:02
SKW5473,2024-08-31,07:51:02
AAL1169,2024-08-31,07:51:02
AAL2260,2024-08-31,07:53:02
DAL859,2024-08-31,07:53:02
DAL2390,2024-08-31,07:54:02
SKW5490,2024-08-31,07:55:02
DAL2303,2024-08-31,07:56:02
EDV5059,2024-08-31,07:57:02
UAL1658,2024-08-31,07:57:02
JBU387,2024-08-31,07:58:02
UAL490,2024-08-31,07:59:02
N612JC,2024-08-31,07:59:02
SKW4714,2024-08-31,08:00:03
SKW5353,2024-08-31,08:01:02
DAL1461,2024-08-31,08:03:03
UAL604,2024-08-31,08:04:02
SKW3906,2024-08-31,08:05:02
UAL1304,2024-08-31,08:08:03
AAL2714,2024-08-31,08:08:03
ASA499,2024-08-31,08:09:02
DAL1256,2024-08-31,08:12:02
UAL2389,2024-08-31,08:14:02
N25TA,2024-08-31,08:14:02
UAL494,2024-08-31,08:16:03
N3773T,2024-08-31,08:16:03
FDX651,2024-08-31,08:16:03
DAL2456,2024-08-31,08:19:02
N500RP,2024-08-31,08:19:02
SKW3984,2024-08-31,08:19:02
